"Num.Leaves" "Colles.Like" "Sackin" "Cophenetic" "Num.Trees"
3 1.27572235696603 5 1 6
4 3.18411082078178 8.70175438596491 3.6140350877193 57
5 5.47876790298269 12.7647058823529 8.13725490196078 51
6 7.75245179366785 17.2295081967213 14.344262295082 61
7 9.00617720019125 21.4302325581395 20.6627906976744 86
8 13.356808592104 27.6666666666667 34.0833333333333 96
9 17.7337018457827 33.8343195266272 48.6213017751479 169
10 21.2336228956944 40.1073446327684 67.5310734463277 177
11 27.8862635611983 47.8176470588235 96.2 170
12 27.6940420682045 51.3957219251337 113.72192513369 187
13 33.2579341802908 59.1840490797546 141.472392638037 163
14 33.3460243853704 63.125 151.141304347826 184
15 44.3716197076136 74.9822485207101 217.585798816568 169
16 46.3710838644899 81.1230769230769 235.764102564103 195
17 49.4766661935464 87.2559523809524 271.428571428571 168
18 53.1421357026961 94.1673306772908 319.147410358566 251
19 60.4863116151751 102.38 381.71 200
20 71.2144522087307 115.356275303644 441.315789473684 247
21 75.1500385660522 123.475961538462 509.115384615385 208
22 77.3320096691701 127.632075471698 524.146226415094 212
23 93.9718923793619 143.151898734177 701.379746835443 237
24 88.6771591306771 144.50625 682.675 160
25 94.4353368160677 151.490825688073 728.550458715596 218
26 112.86398148844 173.259259259259 935.570987654321 324
27 102.655870328495 165.649214659686 893.026178010471 191
28 104.379104380803 173.364806866953 935.68669527897 233
29 106.369898769952 180.731578947368 1044.32631578947 190
30 110.870999678697 186.330508474576 1089.5 236
31 118.565415869625 197.443514644351 1211.64853556485 239
32 126.829027265472 210.493333333333 1367.28666666667 150
33 140.248866645035 222.37125748503 1485.14371257485 167
34 157.631547520837 242.971962616822 1730.76635514019 214
35 150.408698042322 239.298780487805 1697.18902439024 164
36 156.850026880882 251.307692307692 1884.88461538462 130
37 182.64203336784 273.982832618026 2099.15450643777 233
38 191.453149332771 289.33064516129 2267.91532258065 248
39 196.767171843287 295.629032258065 2450.45967741935 124
40 178.798595900904 284.877005347594 2258.8449197861 187
41 214.870748419757 317.488372093023 2698.27131782946 129
42 192.434614585625 300.485294117647 2630.08823529412 136
43 241.618038736344 344.785714285714 3072.86904761905 168
44 207.850509922764 328.872483221477 2971.21476510067 149
45 231.931916764861 352.328 3286.912 125
46 266.602596613972 383.876811594203 3846.95652173913 138
47 258.347191532676 381.92 3663.79 100
48 320.729880956656 431.771812080537 4599.62416107383 149
49 288.780029209583 414.842105263158 4178.27368421053 95
50 266.46820086158 401.508064516129 4098.60483870968 124
51 285.208000528469 420.393617021277 4301.04255319149 94
52 229.147014110159 376.428571428571 3933.10526315789 133
53 313.967511585984 452.833333333333 5178.94871794872 78
54 304.41279739089 453.617021276596 5228.85106382979 94
55 257.584457057762 417.170542635659 4720.06201550388 129
56 355.128053439191 502.265060240964 6062.03614457831 83
57 306.70061392918 475.628205128205 5369.37179487179 78
58 319.582221874805 489.140845070423 5852.60563380282 71
59 386.648121615914 538.910256410256 6551.5641025641 78
60 326.888098423962 496.761904761905 6167.80952380952 105
61 408.13104935486 569.826086956522 7499.85507246377 69
62 335.796040382875 514.194805194805 6693.38961038961 77
63 373.498466334763 553.027397260274 7006.94520547945 73
64 429.128984924418 589.782051282051 8264.97435897436 78
65 320.797629630336 510.04347826087 7055.78260869565 46
66 471.705115452733 644.070588235294 9546.45882352941 85
67 445.058196704903 626.616666666667 8976.31666666667 60
68 405.025241859155 600.635135135135 8259.39189189189 74
69 353.735182366878 565.901960784314 7642.94117647059 51
70 477.997207934791 669.716049382716 10067.0617283951 81
71 389.701097599886 613.825 8868.9125 80
72 461.263994277335 677.418181818182 10077 165
73 525.970149352077 720.365079365079 10915.2698412698 63
74 494.253407980633 707.337662337662 11131.6233766234 77
75 509.16726757148 707.267857142857 10706.1785714286 56
76 507.286247132407 729.04347826087 11363.3333333333 69
77 433.672995028599 694.462809917355 10508.6859504132 121
78 556.430520724965 776.826923076923 12857.5 52
79 472.216413341266 724.173913043478 12772.5217391304 23
80 582.441463877258 812.076923076923 14829.0461538462 65
81 562.739626790648 793.18 13260.72 50
82 567.439377459013 796.93023255814 13235.2790697674 43
83 551.10670844544 792.489361702128 13436.6382978723 47
84 605.35897983442 841.548387096774 14249.064516129 62
85 733.288687546927 942.581395348837 17480.3488372093 43
86 589.019654077176 829.030303030303 15931.6060606061 33
87 616.121537747897 873.857142857143 14942.5714285714 28
88 805.282339763184 1008.95833333333 18641.3958333333 48
89 703.687741995453 945.131578947368 18737.7105263158 38
90 652.778210270322 916.674418604651 15579.1162790698 43
91 668.755929371833 925.078947368421 19922.8421052632 38
92 607.214960276374 904.769230769231 16273 26
93 793.197117662281 1044.61428571429 22045.4714285714 70
94 621.029314182632 899.675675675676 18320.2972972973 37
95 747.014480622509 1019.17857142857 20711.4642857143 28
96 456.344787534116 802.243902439024 16005.4146341463 41
97 634.975900471823 926.214285714286 17985.8571428571 28
98 744.247099941521 1023.76923076923 20009.5769230769 26
99 817.048233685371 1098.71875 25492.59375 32
100 843.695823848611 1104.4347826087 23695.8260869565 23
101 819.843361717668 1095.68 25812.24 25
102 772.052300991234 1083.38 18739.56 50
103 807.964200859733 1110.96153846154 25846.3076923077 26
104 909.795258113492 1200.85964912281 28033.7719298246 57
105 580.466421037986 942.793103448276 19066.3448275862 29
106 650.313595289051 1025.46153846154 21991.3076923077 13
107 1046.89339284899 1296.27586206897 28903.7931034483 29
108 851.494803614065 1176.85714285714 24859.1428571429 21
109 749.930918788193 1072.58333333333 27914.8333333333 24
110 798.605559995668 1133.72727272727 24926.0303030303 33
111 798.083986649893 1136.05 25940.85 20
112 1041.69735950843 1321.35294117647 34165 17
113 936.348104515185 1253.38888888889 29792.2222222222 18
114 974.552997400807 1312.2 31417.2 15
115 725.106627537753 1129.53125 27705.09375 32
116 1228.38085284703 1482.79166666667 35106.1875 48
117 940.333145030581 1282.38461538462 33588.0769230769 13
118 902.000763152185 1234.5 30765.5 4
119 799.330299752286 1193.19047619048 28292.0476190476 21
120 980.484394096146 1386.66666666667 39610 12
121 855.487523700761 1282.57142857143 27357.1904761905 21
122 947.403860353408 1313.33333333333 32912.6111111111 18
123 1044.21371089774 1427.47058823529 40196.4705882353 17
124 929.417858115227 1340.5 30976.125 8
125 1479.42260505845 1738.33333333333 48889 6
126 1187.88231681518 1520 41215.5333333333 15
127 1252.51745529848 1578.24137931034 43197.0689655172 29
128 1240.6444572271 1575.9 45848.4 10
129 1059.57042188606 1490.95 39314.35 20
130 1153.56570249976 1553.91666666667 41532.8333333333 24
131 1037.53968591933 1461.38461538462 34867.2307692308 13
132 1073.14194807318 1498.4375 40607.875 16
133 1385.50567120372 1725.72727272727 53020.2272727273 22
134 1100.32558633535 1522.06666666667 39956.1333333333 15
135 1281.03619698793 1624.42857142857 49373.0714285714 14
136 1080.05230952696 1519 43850.75 4
137 960.195311220692 1481.7 41956.2 30
138 1133.15278300351 1557.27272727273 41681.0909090909 11
139 1352.68172619022 1774.44 56863 25
140 695.106767672262 1208.66666666667 25592.6666666667 6
141 814.215799311106 1388.42857142857 40237 7
142 783.86423844861 1302.5 23289.75 4
143 1433.84384455918 1803 60328 5
144 936.831083348832 1432.3 45991.4 10
145 1169.81133768501 1693 54630 1
146 1674.11705603042 2013.5 59865 4
147 1105.27551647182 1610.92307692308 42801.6153846154 13
148 823.112236700683 1391.94117647059 34732.2941176471 34
149 1559.07341693187 1996.75 68164.25 4
150 1293.29715794938 1740.875 59212.875 8
151 1527.56507099893 1913.86363636364 59798.2272727273 22
152 476.103215618526 925.833333333333 39377.8333333333 6
153 1674.46970996198 2065.8 72142.6 15
154 986.155114426422 1485.93333333333 54848.9333333333 15
155 1406.25004260901 1866.85714285714 61936.7142857143 7
156 1796.09063690092 2179.28571428571 72184.2857142857 7
157 1402.49659629889 1868 56161.1428571429 7
158 1978.4941827327 2321.875 85817.125 8
159 1262.0521331639 1758.09090909091 56033.0909090909 11
160 1518.88362574181 2011.54545454545 66367.2727272727 11
161 1802.24468860026 2218 83311.625 8
162 1277.78457171831 1777.875 58180.125 8
