"Num.Leaves" "Colles.Like" "Sackin" "Cophenetic" "Num.Trees"
4 0.831975913723203 0.940350877192982 0.903508771929825 57
5 0.715773286283143 0.862745098039216 0.813725490196078 51
6 0.607691144655099 0.802107728337237 0.717213114754098 61
7 0.470644580356815 0.721511627906977 0.590365448504983 86
8 0.498571261146945 0.728395061728395 0.608630952380952 96
9 0.496461076372832 0.709551986475063 0.578825021132713 169
10 0.462344220114222 0.684257832562917 0.562758945386064 177
11 0.485759885307796 0.681808278867102 0.583030303030303 170
12 0.394700331819244 0.606088029617441 0.516917841516772 187
13 0.39499824620083 0.599792845191618 0.494658715517611 163
14 0.335114557498627 0.545833333333333 0.415223363592929 184
15 0.382214996785675 0.576752389622212 0.4782105468496 169
16 0.34617984683462 0.547252747252747 0.421007326007326 195
17 0.323193796331553 0.520414462081129 0.399159663865546 168
18 0.306297836422058 0.501100859719019 0.391112022498242 251
19 0.309891386534941 0.490470588235294 0.393921568627451 200
20 0.32644938969073 0.504530557162136 0.387119113573407 247
21 0.310041222221231 0.490315605447184 0.382793522267206 208
22 0.28865815753756 0.459269893355209 0.340354692477334 212
23 0.318881868530129 0.476793248945148 0.396035994825208 237
24 0.274748344219014 0.438204545454545 0.337290019762846 160
25 0.268206491468294 0.423046239759443 0.316761069006781 218
26 0.294902154511784 0.454503886602652 0.359834995251662 324
27 0.247596363480349 0.396140613313388 0.305308095046315 191
28 0.233104299014172 0.385583042087408 0.285618649352555 233
29 0.220582360308396 0.37464587394412 0.285803589433354 190
30 0.214060119355629 0.360208544872295 0.268349753694581 236
31 0.213654775997776 0.358714471216275 0.269554735387064 239
32 0.213800906428024 0.360592592592593 0.275662634408602 150
33 0.221646826396314 0.35933824949721 0.272203759636153 167
34 0.234020040447793 0.373164218958611 0.28923234544455 214
35 0.210161870010257 0.34393734088856 0.259310775307906 164
36 0.206638606838435 0.342301577595695 0.263989441930618 130
37 0.227250065729218 0.356365161831618 0.270161455139996 233
38 0.225336798105517 0.35802086205312 0.268837757536824 248
39 0.219402287834533 0.346795989537925 0.268132145466611 124
40 0.189142763212196 0.314347888764562 0.228628028318431 187
41 0.215936733398648 0.337592639918221 0.253121136756985 129
42 0.183955668699637 0.300564295485636 0.229101762656282 136
43 0.219973333756819 0.334573962622743 0.24899676263018 168
44 0.180429347024904 0.30145236319733 0.224344213613763 149
45 0.192182223688519 0.310746208291203 0.231635799859056 125
46 0.211092602293006 0.326766742354161 0.253422695766741 138
47 0.195662333353382 0.310111111111111 0.225950662966389 100
48 0.232572072261035 0.340525121633129 0.265935716990855 149
49 0.200678982221294 0.311354983202688 0.226784285942821 95
50 0.177615924764143 0.287179791271347 0.209112491770902 124
51 0.182502765043617 0.289947894051238 0.206532655615438 94
52 0.140879516095585 0.244851752021563 0.177968563943796 133
53 0.185603012217909 0.29036552892762 0.221076953724439 78
54 0.173163965173797 0.279452462431186 0.210806767611264 94
55 0.141098973191649 0.244050230886563 0.179914694701882 129
56 0.187457301366233 0.289970799376845 0.218688172603835 83
57 0.156112528500949 0.26246282453179 0.183505529558161 78
58 0.156961651018209 0.260981141083791 0.189674800162134 71
59 0.183352520516133 0.280649272754536 0.201530779247719 78
60 0.14975900041152 0.246897628469138 0.180239904260945 105
61 0.180746627587674 0.278199063398864 0.208387192899799 69
62 0.143836237589152 0.239256510685082 0.176980158920931 77
63 0.154825013810869 0.251038625645632 0.176448470335158 73
64 0.172238184648933 0.26093402048737 0.198372080428532 78
65 0.124733887024462 0.214066127109605 0.161533484631311 46
66 0.177766975915874 0.269622475856014 0.208620166598108 85
67 0.162642237675929 0.253220211161388 0.187377448422225 60
68 0.143594293390654 0.23391969044143 0.164805489103119 74
69 0.12172180123345 0.211898490739579 0.145874359210417 51
70 0.159713337618063 0.248432497673039 0.183906863872763 81
71 0.126490621755509 0.218528582930757 0.155172994488671 80
72 0.145501340929649 0.236954278598114 0.168963782696177 165
73 0.16130360776285 0.246427514033148 0.175497939437743 63
74 0.147423984556696 0.234569504569505 0.171720711104273 77
75 0.147767772260196 0.227926408486971 0.158551330195166 56
76 0.143295956070916 0.229218490088055 0.161640587956377 69
77 0.119278275823132 0.211098396552942 0.143659411488903 121
78 0.149066637455413 0.232787116281453 0.169008622955991 52
80 0.148185059829885 0.231743248837266 0.180489850947495 65
81 0.139593195497733 0.219876505094165 0.155423347398031 50
82 0.13728348442789 0.215340431493416 0.149449853994664 43
83 0.130080038085702 0.20855066481544 0.146239573991057 47
84 0.139442407838755 0.217373999166937 0.149543097646289 62
85 0.164888905716805 0.240286185303681 0.176980346635712 43
86 0.129331824311597 0.203347099898824 0.155673305262909 33
88 0.168734659764822 0.240647591673199 0.169874934691745 48
89 0.144095988340828 0.218679841365867 0.164996922671936 38
90 0.130667264567985 0.206462142508654 0.13261079570199 43
91 0.130890750726357 0.203732034042116 0.163994255301174 38
93 0.148533952153986 0.222495741340726 0.169886344871318 70
94 0.113792896894847 0.184365143175212 0.136673758596411 37
96 0.0801153002209427 0.154912020714855 0.112019979242346 41
99 0.134748430251526 0.206127577319588 0.162529526806036 32
102 0.119839276097841 0.190559223300971 0.109141292952825 50
104 0.135762585920367 0.204829066129376 0.153943746045252 57
110 0.106354508555339 0.170792004125337 0.115494533884859 33
115 0.0882454676375277 0.154795735428746 0.112209528968632 32
116 0.146894040141206 0.20494701854351 0.138507802020043 48
148 0.0601260531850424 0.114364363010995 0.0656073980869653 34
243 0.121820709480565 0.157570535640055 0.135312450357786 36
297 0.0587364116511754 0.0878522455817417 0.0524909627374959 33
