"Num.Leaves" "Colles.Like" "Sackin" "Cophenetic" "Num.Trees"
3 0 0 0 6
4 0.127191117332807 0.0199498746867168 0.0440946115288221 57
5 0.0975733843972673 0.0373275236020334 0.0636078431372549 51
6 0.0655521146672929 0.023536299765808 0.0455737704918033 61
7 0.0753711591583408 0.0319729822161423 0.0601893966889081 86
8 0.0502398435635131 0.0196568238153683 0.0436202112423917 96
9 0.0531924480754997 0.0249628811795217 0.0501833658230832 169
10 0.041249359633644 0.0235224938133259 0.0421788506534269 177
11 0.0407934096365705 0.0230179687235159 0.0423143103982265 170
12 0.0323622778796454 0.0239953128173826 0.0337271772090722 187
13 0.0341214463096025 0.0242962281312479 0.0380198061065251 163
14 0.0246907384920375 0.0182339101396478 0.0267023764192801 184
15 0.0302127564959623 0.0210451814912443 0.0286076850023048 169
16 0.0280871388638973 0.0190995911356099 0.0321265376590763 195
17 0.0251966559550772 0.018139192905586 0.0277456740004913 168
18 0.019632926118738 0.0148789771661277 0.0239537410239856 251
19 0.0279673844968278 0.0218575785501904 0.0284806900243244 200
20 0.0167220911753602 0.0116986873851936 0.0195851549332911 247
21 0.0199034609806758 0.014282940847682 0.0204445657861807 208
22 0.0234175437233532 0.0187293652412934 0.0296307379563802 212
23 0.0249529137250174 0.0211280252762384 0.027933563496128 237
24 0.0171040377787774 0.0145629185508602 0.0184780470078844 160
25 0.0185229639864408 0.0154956813517934 0.0175373341100539 218
26 0.0139774056244673 0.0118289818808717 0.0173070050411654 324
27 0.0212346793197569 0.0197672823794715 0.0231765816543348 191
28 0.0118824010811123 0.0103730435578166 0.0144186936043102 233
29 0.0127150806377197 0.0120749856826353 0.0143231771469457 190
30 0.0155663391136701 0.0152580744642215 0.0171079987691183 236
31 0.0148786485114672 0.0142000512456038 0.0161651850661261 239
32 0.0127263861377745 0.0119423368888761 0.0152680686325562 150
33 0.0125484542524284 0.0119393708627364 0.0133702137081075 167
34 0.0125179755201719 0.0107018275093373 0.0136105421090517 214
35 0.014348287589284 0.0134806431169798 0.0161996386540327 164
36 0.0120971279353666 0.0107132533431851 0.0130155928109549 130
37 0.011439429244157 0.0108036743205935 0.0149080685120831 233
38 0.00810015272494295 0.00707461861636374 0.0101039382995399 248
39 0.0104109324272085 0.00940988519725203 0.0123346087820987 124
40 0.00843154611897637 0.00844682979634898 0.00776791561549717 187
41 0.00752168647163454 0.00707685273422347 0.00890187166146903 129
42 0.0122046812634362 0.0125172963422494 0.0129607523226093 136
43 0.00946473805102227 0.00864030430283247 0.00971976618003311 168
44 0.00579682622167941 0.00630072685823547 0.00681810999644244 149
45 0.00881232418154232 0.00775906338654387 0.00950613438291343 125
46 0.0104133194996039 0.00863134546019492 0.0102617403540034 138
47 0.0105854072106519 0.00894314683182996 0.0120607329134116 100
48 0.0111277241322645 0.00906699901290479 0.0113348872257593 149
49 0.0107498600578398 0.00879625232620092 0.0121296243107182 95
50 0.0104082357404197 0.00952184952802599 0.0110809667219683 124
51 0.00789343535088333 0.00730984550170736 0.0085932771486422 94
52 0.00697024388646106 0.00869360851560923 0.00717695485174087 133
53 0.00839578170540193 0.00869354814181353 0.0114275810078456 78
54 0.00766835987060393 0.00797090381560819 0.0100851833602732 94
55 0.00605399429748031 0.0065325492077145 0.00645319829977758 129
56 0.00861239156220175 0.00803264563070649 0.00960179947321099 83
57 0.00351303097534086 0.00326014836112024 0.00497965125448342 78
58 0.0056326520906323 0.00636196553651358 0.00818545733640064 71
59 0.00654619169320821 0.00530909220506019 0.00695336200562299 78
60 0.0061263955139291 0.00624666433996198 0.00675875870179066 105
61 0.00523143191281779 0.00468407258622147 0.00625305934340248 69
62 0.0062955434433875 0.00673575501776958 0.00681831164484626 77
63 0.00712582845273832 0.00627923048049257 0.00766049612469146 73
64 0.00795208648072063 0.00768380197365045 0.00789382250331696 78
65 0.00721525002748401 0.00734469772120258 0.00526739153162051 46
66 0.00604002059616304 0.00520632252887233 0.0074874750280785 85
67 0.00626063030928132 0.00576017920250156 0.00606251811581743 60
68 0.00380352875772305 0.00401064844931222 0.00358053761786952 74
69 0.00369301927346 0.0043136101756363 0.00358288112695192 51
70 0.00630885262504638 0.00603712290432941 0.00743542787969473 81
71 0.00520314270501969 0.00474723661220433 0.00549186329673569 80
72 0.00353211223184967 0.00308496560510032 0.00459817031452098 165
73 0.00448103381308164 0.00438985348810226 0.00536006950016723 63
74 0.010606741034199 0.0085681272485366 0.00828563569113621 77
75 0.00509866446049857 0.00516655061955524 0.00520259047369919 56
76 0.00407345482881882 0.00376166174907422 0.00400798752722661 69
77 0.00352760707262883 0.00270912029867741 0.00269497280775124 121
78 0.00407689584831941 0.00386335137938959 0.00437890318800308 52
79 0.0031231910460102 0.00327992659514398 0.00535567302122469 23
80 0.00562249386421909 0.00520476909763184 0.00653782796816343 65
81 0.00520495193095903 0.00485919042339494 0.00494043114388967 50
82 0.0043483969490425 0.0045789543516097 0.0052813491383808 43
83 0.00507049616710126 0.00458381087178101 0.00615891020743479 47
84 0.00392423704216442 0.00343805272029253 0.00372359424860582 62
85 0.00479486801642171 0.00423316988851435 0.00664105227977703 43
86 0.00361438768458564 0.00369311838291275 0.00389076957258697 33
87 0.00254702176171442 0.00240262917677199 0.0040501012289219 28
88 0.00536411933826621 0.00456678775998301 0.00331507684969822 48
89 0.00844660561948889 0.00745982313331125 0.0074715648326318 38
90 0.00255843297500628 0.00219191671551604 0.00347593150600745 43
91 0.00447706282247592 0.00524982322070895 0.00591627855877358 38
92 0.00213349254529358 0.0019990119240437 0.00301053571438082 26
93 0.00345849299784523 0.00328439721589697 0.00359789800351339 70
94 0.00385019875449012 0.00415816486228437 0.00388070128678083 37
95 0.0049629225950639 0.00408197231751466 0.00309311016812195 28
96 0.00238859470849743 0.00258671789901275 0.00173098335230434 41
97 0.00446429231271556 0.00474905695399002 0.00497909840397071 28
98 0.00530448292432472 0.00422100957559711 0.00360705388636677 26
99 0.00495792062189528 0.00514359754216107 0.00750095153164263 32
100 0.00589264152762179 0.00479670955651596 0.0046355472057086 23
101 0.00486459599715316 0.00512785725178783 0.00590097861055232 25
102 0.00296833020953746 0.00284421411931725 0.00243799865782304 50
103 0.0031935109828498 0.00319310985513437 0.00580470302585874 26
104 0.0022486329735633 0.00196052705376765 0.00286536523021188 57
105 0.00155157589977806 0.00193808461555997 0.0018531592964416 29
106 0.00216421568013029 0.00194576789317952 0.00230436489850017 13
107 0.00320836597876804 0.00262186685914542 0.00328765921846781 29
108 0.00142299374099701 0.00124317628909339 0.00202915507700673 21
109 0.00433629567264744 0.00535367515534243 0.00417501692481251 24
110 0.00202662190840133 0.00196491966734432 0.00206125121131163 33
111 0.00420627580898845 0.00455299795779595 0.00451503664221183 20
112 0.00477826440701986 0.00484676842344957 0.00543586297691358 17
113 0.00269070910259252 0.00252378424953803 0.00228428920750703 18
114 0.00273377968077398 0.00243949059504979 0.00414968195480084 15
115 0.00128611312148259 0.00142112989165123 0.00185475699456427 32
116 0.00232543340572854 0.0017813578977446 0.00179293221194804 48
117 0.00368776800158422 0.00352122174244862 0.00274954855218086 13
118 0.00231145133724337 0.0019452209785082 0.00143739088962085 4
119 0.00304926081197984 0.00276919347052301 0.00106750471032426 21
120 0.00170846416355554 0.00196316141156359 0.00326706750721187 12
121 0.00144580962600718 0.00151351478466133 0.00191311144073661 21
122 0.00229274552831064 0.00241735670186289 0.00212014775507584 18
123 0.00206044419232326 0.00199531150896654 0.0032169394589157 17
124 0.0020648105120111 0.00154489960456098 0.00236476547964921 8
125 0.00368914646608661 0.00285509457277754 0.00463862292562834 6
